Id;SlokaId;Text;Translation
7564;526;ча;и
7565;526;энам;душу
7566;526;паш́йанти;видят
7567;526;а̄тмани;в теле
7568;526;ава-стхитам;пребывающую
7569;526;йатантах̣;все усилия
7570;526;апи;несмотря на
7571;526;а-кр̣та-а̄тма̄нах̣;без постижения собственного «я»
7572;526;на;не
7573;526;энам;эту душу
7574;526;паш́йанти;могут видеть
7575;526;а-четасах̣;лишенные духовного сознания
7576;527;йат;который
7577;527;а̄дитйа-гатам;исходит от солнца
7578;527;теджах̣;свет
7579;527;джагат;вселенную
7580;527;бха̄сайате;освещает
7581;527;акхилам;всю
7582;527;йат;который
7583;527;чандрамаси;излучает луна
7584;527;йат;который
7585;527;ча;и
7586;527;агнау;огонь
7587;527;тат;то
7588;527;теджах̣;сияние
7589;527;виддхи;знай
7590;527;ма̄макам;как Мое
7591;528;га̄м;в Землю
7592;528;а̄-виш́йа;входя
7593;528;ча;также
7594;528;бхӯта̄ни;со всеми существами
7595;528;дха̄райа̄ми;поддерживаю
7596;528;ахам;Я
7597;528;оджаса̄;Своей энергией
7598;528;пуш̣н̣а̄ми;Я питаю
7599;528;ча;и
7600;528;ауш̣адхӣх̣;растения
7601;528;сарва̄х̣;все
7602;528;сомах̣;луной
7603;528;бхӯтва̄;становясь
7604;528;раса-а̄тмаках̣;источником сока и вкуса
7605;529;ахам;Я
7606;529;ваиш́ва̄-нарах̣;огнем пищеварения
7607;529;бхӯтва̄;становясь
7608;529;пра̄н̣ина̄м;живых существ
7609;529;дехам;в телах
7610;529;а̄-ш́ритах̣;пребываю
7611;529;пра̄н̣а;восходящих
7612;529;апа̄на;и нисходящих воздушных потоков
7613;529;сам-а̄-йуктах̣;при помощи
7614;529;пача̄ми;Я перевариваю
7615;529;аннам;пищи
7616;529;чатух̣;четыре
7617;529;видхам;вида
7618;530;сарвасйа;в каждом
7619;530;ча;также
7620;530;ахам;Я
7621;530;хр̣ди;сердце
7622;530;сан-ни-виш̣т̣ах̣;присутствую
7623;530;маттах̣;от Меня исходит
7624;530;смр̣тих̣;память
7625;530;джн̃а̄нам;знание
7626;530;апа-ӯханам;забвение
7627;530;ча;также
7628;530;ведаих̣;Вед
7629;530;ча;также
7630;530;сарваих̣;всех
7631;530;ахам;Я
7632;530;эва;конечно же
7633;530;ведйах̣;цель познания
7634;530;веда̄нта-кр̣т;составитель Веда̄нты
7635;530;веда-вит;знаток Вед
7636;530;эва;безусловно
7637;530;ча;также
7638;530;ахам;Я
7639;531;двау;два вида
7640;531;имау;существуют
7641;531;пуруш̣ау;живых существ
7642;531;локе;в этом мире
7643;531;кш̣арах̣;склонные заблуждаться, изменчивые
7644;531;ча;и
7645;531;а-кш̣арах̣;непогрешимые, неизменные
7646;531;эва ча;и также
7647;531;кш̣арах̣;как обусловленные материей
7648;531;сарва̄н̣и;все
7649;531;бхӯта̄ни;существа в материальном мире
7650;531;кӯт̣а-стхах̣;пребывающие в мире Брахмана (согласно словарю «Амаракош́а» слово «кӯт̣астха» означает «тот, чья форма не меняется с течением времени» (ка̄ла-вйа̄пӣ са кӯт̣а-стхах̣ эка-рӯпатайа̄ ту йах̣))
7651;531;а-кш̣арах̣;как свободные от влияния материи
7652;531;учйате;описываются
7653;532;уттамах̣;Высшая
7654;532;пуруш̣ах̣;Личность
7655;532;ту;но
7656;532;анйах̣;отличная от всех
7657;532;парама-а̄тма̄;Высшая Душа
7658;532;ити;таким образом
7659;532;уд-а̄хр̣тах̣;описывается
7660;532;йах̣;которая
7661;532;лока-трайам;в три мира
7662;532;а̄-виш́йа;входит
7663;532;бибхарти;поддерживает
7664;532;а-вйайах̣;неисчерпаемый
7665;532;ӣш́варах̣;Господь
7666;533;йасма̄т;поскольку
7667;533;кш̣арам;обусловленных материей
7668;533;ати-итах̣;превосхожу
7669;533;ахам;Я
7670;533;а-кш̣ара̄т;над освобожденными душами
7671;533;апи ча;и также
7672;533;уттамах̣;возвышаюсь
7673;533;атах̣;поэтому
7674;533;асми;Я есть
7675;533;локе;во всех мирах
7676;533;веде ча;и в Ведах
7677;533;пратхитах̣;Я прославлен
7678;533;пуруш̣а-уттамах̣;как Пуруш̣оттама, Высшая Личность
7679;534;йах̣;тот, кто
7680;534;ма̄м;Меня
7681;534;эвам;так
7682;534;а-сам-мӯд̣хах̣;свободный от заблуждений
7683;534;джа̄на̄ти;знает
7684;534;пуруш̣а-уттамам;как Высшую Личность
7685;534;сах̣;он
7686;534;сарва-вит;знаток всего знания
7687;534;бхаджати;с любовью посвящает себя
7688;534;ма̄м;Мне
7689;534;сарва;всем
7690;534;бха̄вена;сердцем
7691;534;бха̄рата;потомок Бха̄раты
7692;535;ити;таким образом
7693;535;гухйа-тамам;необычайно сокровенное
7694;535;ш́а̄страм;заключение всех писаний
7695;535;идам;это
7696;535;уктам;было описано
7697;535;майа̄;Мной
7698;535;анагха;безгрешный
7699;535;этат;это
7700;535;буддхва̄;тот, кто постигает
7701;535;буддхи-ма̄н;мудрым
7702;535;сйа̄т;становится
7703;535;кр̣та;исполняются
7704;535;кр̣тйах̣;его устремления
7705;535;ча;также
7706;535;бха̄рата;о Арджуна, потомок Бха̄раты
7707;536;ш́рӣ бхагава̄н;Всевышний
7708;536;ува̄ча;сказал
7709;536;а-бхайам;бесстрашие
7710;536;саттва-сам̇ш́уддих̣;добросердечность
7711;536;йога;в практиках для обретения
7712;536;вйавастхитих̣;стойкость и решимость
7713;536;да̄нам;великодушие
7714;536;дамах̣;самообладание
7715;536;ча;и
7716;536;йаджн̃ах̣;жертвенность
7717;536;ча;и
7718;536;сва̄дхйа̄йах̣;изучение и осмысление заключений Вед
7719;536;тапах̣;аскетизм
7720;536;а̄рджавам;простота, прямота
7721;536;а-хим̇са̄;ненасилие
7722;536;сатйам;приверженность истине
7723;536;а-кродхах̣;свобода от гнева
7724;536;тйа̄гах̣;отрешенность от мирского
7725;536;ш́антих̣;умиротворенность
7726;536;а-паиш́унам;нежелание искать недостатки в других
7727;536;дайа̄;сострадание
7728;536;бхӯтеш̣у;ко всем живым существам
7729;536;а-лолуптвам;отсутствие жадности
7730;536;ма̄рдавам;мягкость характера
7731;536;хрӣх̣;скромность, стыдливость
7732;536;а-ча̄палам;постоянство
7733;536;теджах̣;энергичность
7734;536;кш̣ама̄;умение прощать
7735;536;дхр̣тих̣;стойкость и решительность
7736;536;ш́аучам;внешняя и внутренняя чистота
7737;536;а-дрохах̣;отсутствие зависти
7738;536;на ати-ма̄нита̄;отсутствие тщеславия
7739;536;бхаванти;обладает
7740;536;сампадам;качества
7741;536;даивӣм;божественной природой
7742;536;абхи-джа̄тасйа;тех, кто от рождения
7743;536;бха̄рата;Бха̄рата
7744;537;дамбхах̣;лицемерие
7745;537;дарпах̣;высокомерие
7746;537;абхима̄нах̣;самомнение
7747;537;ча;и
7748;537;кродхах̣;гневливость
7749;537;па̄руш̣йам;бесчеловечность
7750;537;эва ча;а также
7751;537;а-джн̃а̄нам;невежество
7752;537;ча;и
7753;537;абхи-джа̄тасйа;тех, кто от рождения
7754;537;па̄ртха;сын Кунтӣ
7755;537;сампадам;качества
7756;537;а̄сурӣм;демонической природы
7757;538;даивӣ;божественные
7758;538;сампат;качества
7759;538;ви-мокш̣а̄йа;к полному освобождению
7760;538;ни-бандха̄йа;к рабству
7761;538;а̄сурӣ;демонические
7762;538;мата̄;считается, что ведут
7763;538;ма̄;не
7764;538;ш́учах̣;скорби
7765;538;сампадам;качествами
7766;538;даивӣм;божественными
7767;538;абхи-джа̄тах̣;от рождения
7768;538;аси;ты обладаешь
7769;538;па̄н̣д̣ава;сын Па̄н̣д̣у
7770;539;двау;две
7771;539;бхӯта-саргау;природы живых существ
7772;539;локе;мире
7773;539;асмин;в этом
7774;539;даивах̣;божественная
7775;539;а̄сурах̣;демоническая
7776;539;эва ча;а также
7777;539;даивах̣;божественная природа
7778;539;ви-стараш́ах̣;подробно
7779;539;проктах̣;уже описана
7780;539;а̄сурам;о демонической
7781;539;па̄ртха;Арджуна
7782;539;ме;от Меня
7783;539;ш́р̣н̣у;услышь
7784;540;правр̣ттим;что следует делать
7785;540;ча;также
7786;540;нивр̣ттим;что не следует делать
7787;540;ча;и
7788;540;джана̄х̣;люди
7789;540;на;не
7790;540;видух̣;знают
7791;540;а̄сура̄х̣;демонической природы
7792;540;на;ни
7793;540;ш́аучам;чистоты
7794;540;на;ни
7795;540;апи;также
7796;540;ча;и
7797;540;а̄ча̄рах̣;достойного поведения
7798;540;на;ни
7799;540;сатйам;правдивости
7800;540;теш̣у;в них
7801;540;видйате;существует
7802;541;а-сатйам;иллюзорен
7803;541;а-пратиш̣т̣хам;лишен основы
7804;541;те;они
7805;541;джагат;этот мир
7806;541;а̄хух̣;говорят
7807;541;ан-ӣш́варам;без Творца
7808;541;а-парас-пара;без причины
7809;541;самбхӯтам;возникший
7810;541;ким;никакого
7811;541;анйат;другого
7812;541;ка̄ма-хетукам;смысла, кроме наслаждения чувств
7813;542;эта̄м;такого
7814;542;др̣ш̣т̣им;мировосприятия
7815;542;ава-ш̣т̣абхйа;придерживаясь
7816;542;наш̣т̣а-а̄тма̄нах̣;они лишены способности к самопознанию
7817;542;алпа;со скудным
7818;542;буддайах̣;разумом
7819;542;прабхаванти;совершают
7820;542;угра;ужасные
7821;542;карма̄н̣ах̣;действия
7822;542;кш̣айа̄йа;для разрушения
7823;542;джагатах̣;мира
7824;542;а-хита̄х̣;и несут зло
7825;543;ка̄мам;вожделения
7826;543;а̄-ш́ритйа;отдавая себя во власть
7827;543;душ̣пӯрам;ненасытного
7828;543;дамбха;лицемерием
7829;543;ма̄на;тщеславием
7830;543;мада̄;гордыней
7831;543;анвита̄х̣;движимые
7832;543;моха̄т;под влиянием иллюзии
7833;543;гр̣хӣтва̄;принимая
7834;543;асат;ложные, преходящие
7835;543;гра̄ха̄н;идеи, вещи
7836;543;пра-вартанте;следуют
7837;543;аш́учи;нечестивым
7838;543;врата̄х̣;привычкам, обычаям
7839;544;чинта̄м;беспокойствами
7840;544;а-пари-мейа̄м;неизмеримыми
7841;544;ча;и
7842;544;пралайа-анта̄м;до самой смерти
7843;544;упа-а̄-ш́рита̄х̣;поглощены
7844;544;ка̄ма;вожделения
7845;544;упабхога;удовлетворение
7846;544;парама̄х̣;высшее достижение
7847;544;эта̄ват;целиком
7848;544;ити;в этом
7849;544;них̣-чита̄х̣;убеждены
7850;544;а̄ш́а̄;желаниями
7851;544;па̄ш́а̄;опутанные
7852;544;ш́атаих̣;сотнями
7853;544;баддха̄х̣;скованные
7854;544;ка̄ма;вожделением
7855;544;кродха;гневом
7856;544;пара̄йан̣а̄х̣;охваченные
7857;544;ӣханте;они пытаются
7858;544;ка̄ма;чувственного
7859;544;бхога;наслаждения
7860;544;артхам;ради
7861;544;а-нйа̄йена;неправедным путем
7862;544;артха;богатство
7863;544;сан̃чайа̄н;накопить
7864;545;идам;это
7865;545;адйа;сегодня
7866;545;майа̄;мной
7867;545;лабдхам;получено
7868;545;идам;это
7869;545;пра̄псйе;я получу
7870;545;мано-ратхам;все, что желаю
7871;545;идам;это
7872;545;асти;является
7873;545;идам;это
7874;545;апи;также
7875;545;ме;моим
7876;545;бхавиш̣йати;станет в будущем
7877;545;пунах̣;еще больше
7878;545;дханам;богатство
7879;546;асау;тот
7880;546;майа̄;мной
7881;546;хатах̣;убит
7882;546;ш́атрух̣;враг
7883;546;ханиш̣йе;я убью
7884;546;ча;и
7885;546;а-пара̄н;других
7886;546;апи;также
7887;546;ӣш́варах̣;господин
7888;546;ахам;я
7889;546;ахам;я
7890;546;бхогӣ;наслаждающийся
7891;546;сиддхах̣;совершенен
7892;546;ахам;я
7893;546;балава̄н;могущественен
7894;546;сукхӣ;счастлив
7895;547;а̄д̣хйах̣;богат
7896;547;абхи-джана-ва̄н;знатен
7897;547;асми;я есть
7898;547;ках̣;кто
7899;547;анйах̣;другой
7900;547;асти;есть
7901;547;садр̣ш́ах̣;подобный
7902;547;майа̄;мне
7903;547;йакш̣йе;я буду совершать жертвоприношения
7904;547;да̄сйа̄ми;заниматься благотворительностью
7905;547;модиш̣йе;и процветать
7906;547;ити;так
7907;547;а-джн̃а̄на;невежеством
7908;547;ви-мохита̄х̣;полностью сбитые с толку
7909;548;анека;многочисленными
7910;548;читта;тревогами
7911;548;ви-бхра̄нта̄х̣;обеспокоенные
7912;548;моха;заблуждений
7913;548;джа̄ла;сетями
7914;548;сам-а̄-вр̣та̄х̣;опутанные
7915;548;пра-сакта̄х̣;постоянно предающиеся
7916;548;ка̄ма-бхогеш̣у;чувственным наслаждениям
7917;548;патанти;они падают
7918;548;нараке;в адские миры
7919;548;аш́учау;нечистые
7920;549;а̄тма;о себе
7921;549;сам-бха̄вита̄х̣;высоко мнящие
7922;549;стабдха̄х̣;бесстыдные
7923;549;дхана;от богатства
7924;549;ма̄на;тщеславия
7925;549;ма̄да;опьяненные или гордые
7926;549;анувита̄х̣;поглощенные
7927;549;йаджанте;совершают жертвоприношения
7928;549;на̄ма;лишь называющиеся
7929;549;йаджн̃аих̣;жертвоприношениями
7930;549;те;они
7931;549;дамбхена;лицемерно
7932;549;а-видхи-пӯрвакам;не в соответствии с наставлениями писаний
7933;550;ахам-ка̄рам;в эгоизме
7934;550;балам;силе
7935;550;дарпам;высокомерии
7936;550;ка̄мам;вожделении
7937;550;кродхам;гневе
7938;550;ча;и
7939;550;сам-ш́рита̄х̣;приняв прибежище
7940;550;ма̄м;ко Мне
7941;550;а̄тма-пара;Высшей Душе
7942;550;дехеш̣у;в телах
7943;550;пра-двиш̣антах̣;завидуют
7944;550;абхи-асӯйака̄х̣;питают неприязнь
7945;551;та̄н;этих
7946;551;ахам;Я
7947;551;двиш̣атах̣;завистливых
7948;551;крӯра̄н;жестоких
7949;551;сам̇са̄реш̣у;в круговорот рождения и смерти
7950;551;нара;из людей
7951;551;адхама̄н;самых падших
7952;551;кш̣ипа̄ми;помещаю
7953;551;а-джасрам;непрестанно
7954;551;а-ш́убха̄н;нечистых
7955;551;а̄сурӣш̣у;демонических существ
7956;551;эва;несомненно
7957;551;йониш̣у;в утробы
7958;552;а̄сурӣм;в демонических
7959;552;йоним;утробах
7960;552;а̄-панна̄х̣;воплощаясь
7961;552;мӯд̣ха̄х̣;эти глупцы
7962;552;джанмани джанмани;рождение за рождением
7963;552;ма̄м;Меня
7964;552;а-пра̄пйа;не достигнув
7965;552;эва;несомненно
7966;552;каунтейа;сын Кунтӣ
7967;552;татах̣;вследствие этого
7968;552;йа̄нти;опускаются до
7969;552;а-дхама̄м;самого низменного
7970;552;гатим;состояния
7971;553;три-видхам;трех видов
7972;553;наракасйа;в ад
7973;553;идам;эти
7974;553;два̄рам;врата
7975;553;на̄ш́анам;губящие
7976;553;а̄тманах̣;душу
7977;553;ка̄мах̣;вожделение
7978;553;кродхах̣;гнев
7979;553;татха̄;также
7980;553;лобхах̣;жадность
7981;553;тасма̄т;поэтому
7982;553;этат;этих
7983;553;трайам;трех врат
7984;553;тйаджет;следует избегать
7985;554;этаих̣;от этих
7986;554;ви-муктах̣;всецело свободный
7987;554;каунтейа;сын Кунтӣ
7988;554;тамах̣;во тьму
7989;554;два̄раих̣;врат
7990;554;трибхих̣;трех
7991;554;нарах̣;человек
7992;554;а̄чарати;действует ради
7993;554;а̄тманах̣;духовного
7994;554;ш́рейах̣;блага
7995;554;татах̣;после этого
7996;554;йа̄ти;достигает
7997;554;пара̄м;высшего
7998;554;гатим;предназначения
7999;555;йах̣;тот, кто
8000;555;ш́астра;священных писаний
8001;555;видхим;наставления
8002;555;утср̣джйа;отвергнув
8003;555;вартате;действует
8004;555;ка̄ма;чувственных прихотей
8005;555;ча̄ратах̣;под влиянием
8006;555;на;ни
8007;555;сах̣;он
8008;555;сиддхим;совершенства
8009;555;ава-а̄пноти;достигает
8010;555;на;ни
8011;555;сукхам;счастья
8012;555;на;ни
8013;555;пара̄м;высшего
8014;555;гатим;предназначения
8015;556;тасма̄т;поэтому
8016;556;ш́а̄страм;священных писаний
8017;556;прама̄н̣ам;заключения
8018;556;те;твоего
8019;556;ка̄рйа;предписанные поступки
8020;556;а-ка̄рйа;поступки, которых следует избегать
8021;556;вйавастхитау;определяя
8022;556;джн̃а̄тва̄;зная
8023;556;ш́а̄стра;в писаниях
8024;556;видха̄на;о наставлениях
8025;556;уктам;провозглашенных
8026;556;карма;предписанную деятельность
8027;556;картум;совершать
8028;556;иха;в этом мире
8029;556;архаси;ты должен
8030;557;арджуна;Арджуна
8031;557;ува̄ча;сказал
8032;557;йе;тех, кто
8033;557;ш́а̄стра;священных писаний
8034;557;видхим;наставления
8035;557;утср̣джйа;отвергнув
8036;557;йаджанте;поклоняются
8037;557;ш́раддхайа̄;верой
8038;557;анвита̄х̣;наделенные
8039;557;теш̣а̄м;этих людей
8040;557;ниш̣т̣ха̄;положение
8041;557;ту;но
8042;557;ка̄;каково
8043;557;кр̣ш̣н̣а;о Кр̣ш̣н̣а
8044;557;саттвам;гун̣а благости
8045;557;а̄хо;или же
8046;557;раджах̣;гун̣а страсти
8047;557;тамах̣;гун̣а невежества
8048;558;ш́рӣ бхагава̄н;Всевышний
8049;558;ува̄ча;сказал
8050;558;три-видха̄;трех видов
8051;558;бхавати;бывает
8052;558;ш́раддха̄;вера
8053;558;дехина̄м;воплощенных живых существ
8054;558;са̄;она
8055;558;сва-бха̄ва-джа̄;рожденная из склонностей
8056;558;са̄ттвикӣ;в гун̣е благости
8057;558;ра̄джасӣ;в гун̣е страсти
8058;558;ча эва;и также
8059;558;та̄масӣ;в гун̣е невежества
8060;558;ча;и
8061;558;ити;таким образом
8062;558;та̄м;об этом
8063;558;ш́р̣н̣у;услышь
8064;559;саттва;истина
8065;559;ану-рӯпа̄;форма понимания
8066;559;сарвасйа;каждого
8067;559;ш́раддха̄;вера
8068;559;бхавати;определяется
8069;559;бха̄рата;потомок Бха̄раты
8070;559;ш́раддха̄;вера
8071;559;майах̣;наполняет
8072;559;айам;это
8073;559;пуруш̣ах̣;живое существо
8074;559;йах̣;у кого
8075;559;йат;какая
8076;559;ш́раддхах̣;вера
8077;559;сах̣;он
8078;559;эва;именно
8079;559;сах̣;таков
8080;560;йаджанте;поклоняются
8081;560;са̄ттвика̄х̣;благостной природы
8082;560;дева̄н;богам
8083;560;йакш̣а-ракш̣а̄м̇си;нечисти и демонам
8084;560;ра̄джаса̄х̣;страстной природы
8085;560;прета̄н;привидениям
8086;560;бхӯта-ган̣а̄н;духам
8087;560;ча;и
8088;560;анйе;другие
8089;560;йаджанте;поклоняются
8090;560;та̄маса̄х̣;невежественной природы
8091;560;джана̄х̣;люди
8092;561;а-ш́а̄стра вихитам;не согласующимся с наставлениями священных писаний
8093;561;гхорам;суровым
8094;561;тапйанте;подвергают себя
8095;561;йе;которые
8096;561;тапах̣;аскезам
8097;561;джана̄х̣;люди
8098;561;дамбха;гордостью
8099;561;ахан̇ка̄ра;эгоизмом
8100;561;сам-йукта̄х̣;связанные
8101;561;ка̄ма;вожделением
8102;561;ра̄га;привязанностями
8103;561;бала;силой
8104;561;анвита̄х̣;движимый
8105;561;карш́айантах̣;истязает
8106;561;ш́арӣра-стхам;тело, состоящее из
8107;561;бхӯта-гра̄мам;совокупности материальных элементов
8108;561;а-четасах̣;не обладая разумом
8109;561;ма̄м;Меня
8110;561;ча эва;и также
8111;561;антах̣;внутри
8112;561;ш́арӣра-стхам;находящегося в теле
8113;561;та̄н;тех
8114;561;виддхи;знай как
8115;561;а̄сура;демонов
8116;561;ниш́чайа̄н;убежденных
8117;562;а̄ха̄рах̣;пищи
8118;562;ту;конечно же
8119;562;апи;также
8120;562;сарвасйа;всей
8121;562;три-видхах̣;три вида
8122;562;бхавати;есть
8123;562;прийах̣;предпочтений
8124;562;йаджн̃ах̣;жертвоприношения
8125;562;тапах̣;аскезы
8126;562;татха̄;также есть
8127;562;да̄нам;и благотворительности
8128;562;теш̣а̄м;об их
8129;562;бхедам;различии
8130;562;имам;таким образом
8131;562;ш́р̣н̣у;услышь
8132;563;а̄йух̣;продлевающая жизнь
8133;563;саттва;добродетель
8134;563;бала;силу
8135;563;а̄рогйа;здоровье
8136;563;сукха;радость
8137;563;прӣти;удовлетворенность
8138;563;вивардхана̄х̣;увеличивающая
8139;563;расйа̄х̣;вкусная и сочная
8140;563;снигдха̄х̣;маслянистая
8141;563;стхира̄х̣;питательная
8142;563;хр̣дйа̄х̣;приятная сердцу
8143;563;а̄ха̄ра̄х̣;пища
8144;563;са̄ттвика;благостным людям
8145;563;прийа̄х̣;нравится
8146;564;кат̣у;горькая
8147;564;амла;кислая
8148;564;лаван̣а;соленая
8149;564;ати;слишком
8150;564;уш̣н̣а;пряная
8151;564;тӣкш̣н̣а;острая
8152;564;рукш̣а;сухая
8153;564;вида̄хинах̣;горячая
8154;564;а̄ха̄ра̄х̣;пища
8155;564;ра̄джасасйа;тем, кто в страсти
8156;564;иш̣т̣а̄х̣;дорога
8157;564;дух̣кха;несчастью
8158;564;ш́ока;горю
8159;564;а̄майа;болезням
8160;564;прада̄х̣;приводящая
8161;565;йа̄та-йа̄мам;несвежая
8162;565;гата-расам;безвкусная
8163;565;пӯти;дурно пахнущая
8164;565;пари-уш̣итам;испортившаяся
8165;565;ча;и
8166;565;йат;которая
8167;565;уччхиш̣т̣ам;оставшаяся после других
8168;565;апи;также
8169;565;ча;и
8170;565;а-медхйам;нечистая
8171;565;бходжанам;пища
8172;565;та̄маса;тем, кто в невежестве
8173;565;прийам;дорога
8174;566;а-пхала-а̄ка̄н̇кш̣ибхих̣;без стремления насладиться плодами
8175;566;йаджн̃ах̣;жертвоприношение
8176;566;видхи;согласно наставлениям писаний
8177;566;диш̣т̣ах̣;в согласии
8178;566;йах̣;которое
8179;566;иджйате;совершается
8180;566;йаш̣т̣авйам;из чувства долга
8181;566;эва;несомненно
8182;566;ити;в таком
8183;566;манах̣-сама̄дха̄йа;умонастроении
8184;566;сах̣;оно
8185;566;са̄ттвиках̣;в гун̣е благости
8186;567;абхи-сам-дха̄йа;со стремлением
8187;567;ту;но
8188;567;пхалам;к результатам
8189;567;дамбха;гордыни или лицемерия
8190;567;артхам;по причине
8191;567;апи ча;а также
8192;567;эва;просто
8193;567;йат;которое
8194;567;иджйате;совершается
8195;567;бхарата;из потомков Бха̄раты
8196;567;ш́реш̣т̣ха;лучший
8197;567;там;то
8198;567;йаджн̃ам;жертвоприношение
8199;567;виддхи;знай
8200;567;ра̄джасам;в гун̣е страсти
8201;568;видхи;наставлениям писаний
8202;568;хӣнам;не соответствующее
8203;568;а-ср̣ш̣т̣а;без раздачи
8204;568;аннам;пищи
8205;568;мантра-хӣнам;без должных мантр
8206;568;а-дакш̣ин̣ам;без вознаграждения жрецов
8207;568;ш́раддха̄;веры
8208;568;вирахитам̇;лишенное
8209;568;йаджн̃ам;жертвоприношение
8210;568;та̄масам;в гун̣е невежества
8211;568;пари-чакш̣ате;известно как
8212;569;дева;Божеству
8213;569;двиджа;бра̄хман̣ам
8214;569;гуру;духовному учителю
8215;569;пра̄джн̃а;просветленным душам
8216;569;пӯджанам;поклонение
8217;569;ш́аучам;внутренняя и внешняя чистота
8218;569;а̄рджавам;простота
8219;569;брахмачарйам;целомудрие или безбрачие
8220;569;ахим̇са̄ ча;и ненасилие
8221;569;ш́а̄рӣрам;тела
8222;569;тапах̣;аскетизмом
8223;569;учйате;зовется
8224;570;ан-удвега-карам;не приносящие беспокойств
8225;570;ва̄кйам;слова
8226;570;сатйам;правдивые
8227;570;прийа;приятные
8228;570;хитам;благотворные
8229;570;ча;также
8230;570;йат;которые
8231;570;сва̄дхйа̄йа;регулярного чтения и декламации Вед
8232;570;абхйасанам;практика
8233;570;ча эва;и также
8234;570;ва̄к-майам;речи
8235;570;тапах̣;аскетизмом
8236;570;учйате;зовется
8237;571;манах̣-праса̄дах̣;умиротворенность ума
8238;571;саумйа-твам;доброжелательность
8239;571;маунам;умение молчать
8240;571;а̄тма-виниграхах̣;самоконтроль
8241;571;бха̄ва;своей природы
8242;571;сам-ш́уддхих̣;стремление к очищению
8243;571;ити этат;все это
8244;571;тапах̣;аскетизмом
8245;571;ма̄насам;ума
8246;571;учйате;зовется
8247;572;ш́раддхайа̄;с верой
8248;572;парайа̄;глубокой
8249;572;таптам;совершаемые
8250;572;тапах̣;аскетизма
8251;572;тат;эти
8252;572;три-видхам;три вида
8253;572;нараих̣;человеком
8254;572;апхала-а̄ка̄н̇кш̣ибхих̣;без желания выгоды
8255;572;йуктаих̣;в связи с Богом
8256;572;са̄ттвикам;гун̣у благости
8257;572;паричакш̣ате;указывает на
8258;573;сатка̄ра;признания
8259;573;ма̄на;почета
8260;573;пӯджа;поклонения
8261;573;артхам;ради
8262;573;тапах̣;аскеза
8263;573;дамбхена;из гордыни
8264;573;ча эва;и также
8265;573;йат;которая
8266;573;крийате;совершается
8267;573;тат;та
8268;573;иха;в этом мире
8269;573;пра-уктам;определяется как
8270;573;ра̄джасам;в гун̣е страсти
8271;573;чалам;неустойчивая
8272;573;а-дхрувам;непродолжительная
8273;574;мӯд̣ха;из глупости
8274;574;гра̄хен̣а;предпринимаемое
8275;574;а̄тманах̣;самому себе
8276;574;йат;которая
8277;574;пӣд̣айа̄;причиняя боль
8278;574;крийате;совершается
8279;574;тапах̣;аскеза
8280;574;парасйа;других
8281;574;утса̄дана;уничтожения
8282;574;артхам;ради
8283;574;ва̄;или
8284;574;тат;та
8285;574;та̄масам;в гун̣е невежества
8286;574;уд-а̄хр̣там;считается
8287;575;да̄тавйам;из чувства долга
8288;575;ити;так
8289;575;йат;которое
8290;575;да̄нам;пожертвование
8291;575;дӣйате;дается
8292;575;ан-упа-ка̄рин̣е;без желания чего-либо взамен
8293;575;деш́е;в надлежащем или святом месте
8294;575;ка̄ле;в благоприятное время
8295;575;ча;и
8296;575;па̄тре;достойной личности
8297;575;ча;и
8298;575;тат;такая
8299;575;да̄нам;благотворительность
8300;575;са̄ттвикам;в гун̣е благости
8301;575;смр̣там;известна
8302;576;йат;которая
8303;576;ту;но
8304;576;прати-упака̄ра-артхам;с целью получить вознаграждение
8305;576;пхалам;выгоду
8306;576;уддиш́йа;ожидая
8307;576;ва̄;или
8308;576;пунах̣;кроме того
8309;576;дӣйате;дается
8310;576;ча;также
8311;576;пари-клиш̣т̣ам;неохотно, с сожалениями
8312;576;тат;такая
8313;576;да̄нам;благотворительность
8314;576;ра̄джасам;в гун̣е страсти
8315;576;смр̣там;считается
8316;577;а-деш́а;в неподходящем месте
8317;577;ка̄ле;и в неподходящее время
8318;577;йат;которое
8319;577;да̄нам;пожертвование
8320;577;а-па̄требхйах̣;недостойному
8321;577;ча;и
8322;577;дӣйате;дается
8323;577;а-сат-кр̣там;без должного обращения
8324;577;ава-джн̃а̄там;пренебрежительно
8325;577;тат;та
8326;577;та̄масам;в гун̣е невежества
8327;577;уд-а̄хр̣там;описывается как
8328;578;ом;«Ом», звуковое олицетворение надмирной Реальности
8329;578;тат;«Тат», то
8330;578;сат;«Сат», истинное, вечное, сущее
8331;578;ити;так
8332;578;нирдеш́ах̣;обозначается
8333;578;брахман̣ах̣;Брахман, трансцендентная Реальность
8334;578;три-видхах̣;тремя словами
8335;578;смр̣тах̣;считается
8336;578;бра̄хман̣а̄х̣;бра̄хман̣ы
8337;578;тена;этими
8338;578;веда̄х̣ ча;и Веды
8339;578;йаджн̃а̄х̣ ча;и жертвоприношения
8340;578;вихита̄х̣;были явлены
8341;578;пура̄;в древности
8342;579;тасма̄т;поэтому
8343;579;ом;слога «Ом»
8344;579;ити;так
8345;579;уд-а̄-хр̣тйа;с произнесением
8346;579;йаджн̃а;жертвоприношения
8347;579;да̄на;благотворительность
8348;579;тапах̣;аскетизм
8349;579;крийа̄х̣;исполнять
