Id;SlokaId;Text;Translation
1;1;дхр̣тара̄ш̣т̣рах̣ ува̄ча;Дхр̣тара̄ш̣т̣ра сказал
2;1;дхарма-кш̣етре куру-кш̣етре;на священной земле Курукш̣етры
3;1;самавета̄х̣;сошлись
4;1;йуйутсавах̣;желая сразиться
5;1;ма̄ма-ка̄х̣;мои сыновья
6;1;па̄н̣д̣ава̄х̣ ча;и сыновья Па̄н̣д̣у
7;1;эва;затем
8;1;ким;что
9;1;акурвата;сделали
10;1;сан̃джайа;Сан̃джайа
11;2;сан̃джайа ува̄ча;Сан̃джайа сказал
12;2;др̣ш̣т̣ва̄;увидев
13;2;ту;итак
14;2;па̄н̣д̣ава-анӣкам;войска Па̄н̣д̣авов
15;2;вйӯд̣хам̇;построенных
16;2;дурйодханах̣;Дурйодхана
17;2;тада̄;тогда
18;2;а̄ча̄рйам;к учителю
19;2;упасан̇гамйа;приблизившись
20;2;ра̄джа̄;царь
21;2;вачанам;такие слова
22;2;абравӣт;произнес
23;3;паш́йа;взгляни
24;3;эта̄м;на эту
25;3;па̄н̣д̣у-путра̄н̣а̄м;сыновей Па̄н̣д̣у
26;3;а̄ча̄рйа;достопочтенный учитель
27;3;махатӣм;великую
28;3;чамӯм;армию
29;3;вйӯд̣ха̄м;выстроенную
30;3;друпада-путрен̣а;Дхр̣ш̣т̣адйумной, сыном Друпады
31;3;тава;твоим
32;3;ш́иш̣йен̣а;учеником
33;3;дхӣ-ма̄та̄;разумным
34;4;атра;здесь
35;4;ш́ӯра̄х̣;герои
36;4;маха̄-иш̣в-а̄cа̄х̣;великие лучники
37;4;бхӣма-арджуна-сама̄х̣;равные Бхӣме и Арджуне
38;4;йудхи;в битве
39;4;йуйудха̄нах̣;Са̄тйаки
40;4;вира̄т̣ах̣;царь Вира̄т̣а
41;4;ча;и
42;4;друпадах̣ ча маха̄-ратхах̣;и великий воин Друпада
43;4;дхр̣ш̣т̣акетух̣;Дхр̣ш̣т̣акету
44;4;чекита̄нах̣;царь Чекита̄на
45;4;ка̄ш́и-ра̄джах̣ ча вӣрйава̄н;и царь Ка̄ш́и, могучий герой
46;4;пуруджит;Пуруджит
47;4;кунтибходжах̣ ча;и Кунтибходжа
48;4;ш́аибйах̣ ча нара-пун̇гавах̣;и царь Ш́аибйа, благороднейший из людей
49;4;йудха̄манйух̣ ча викра̄нтах̣;и доблестный Йудха̄манйу
50;4;уттамауджа̄х̣ ча вӣрйава̄н;и могущественный Уттамауджа̄
51;4;саубхадрах̣;Абхиманйу, сын Субхадры
52;4;драупадейа̄х̣ ча;и сыновья Драупадӣ
53;4;сарва;все они
54;4;эва;несомненно
55;4;маха̄-ратха̄х̣;великие воины
56;5;асма̄кам;наши
57;5;ту;также
58;5;виш́иш̣т̣а̄х̣;выдающиеся
59;5;йе;которые
60;5;та̄н;о тех
61;5;нибодха;узнай
62;5;двиджа-уттама;о лучший из дваждырожденных
63;5;на̄йака̄х̣;полководцах
64;5;мама;моей
65;5;саинйасйа;армии
66;5;сам̇джн̃а̄-артхам;ради ясного понимания
67;5;та̄н;их имена
68;5;бравӣми;я назову
69;5;те;тебе
70;6;бхава̄н;о почтенный
71;6;бхӣш̣мах̣ ча;также Бхӣш̣ма
72;6;карн̣ах̣ ча;и Карн̣а
73;6;кр̣пах̣ ча самитин̃джайах̣;и непобедимый Кр̣па
74;6;аш́ваттха̄ма̄;Аш́ваттха̄ма̄
75;6;викарн̣ах̣ ча;и Викарн̣а
76;6;саумадаттих̣;Бхӯриш́рава̄
77;6;джайадратхах̣;Джайадратха
78;6;анйе;другие
79;6;ча;также
80;6;бахавах̣;многие
81;6;ш́ӯра̄;воины
82;6;мад-артхе;ради меня
83;6;тйакта-джӣвита̄х̣;готовые пожертвовать жизнью
84;6;на̄на̄-ш́астра;различным оружием
85;6;прахаран̣а̄х̣;вооруженные
86;6;сарве;все они
87;6;йуддха;в бою
88;6;виш́а̄рада̄х̣;искусные
89;7;апарйа̄птам;безграничны
90;7;тат;эти
91;7;асма̄кам;наши
92;7;балам;силы
93;7;бхӣш̣ма-абхиракш̣итам;благодаря защите опытного Бхӣш̣мы (а также потому, что Кр̣ш̣н̣а отдал Свою армию Кауравам)
94;7;парйа̄птам;ограничены
95;7;ту;но
96;7;идам;все эти
97;7;этеш̣aм;этих Па̄н̣д̣авов
98;7;балам;силы
99;7;бхӣма-абхи-ракш̣итам;защищаемые менее опытным Бхӣмой
100;8;айанеш̣у ча сарвеш̣у;во всех стратегических местах боевого построения
101;8;йатха̄-бха̄гам;каждый на своей позиции
102;8;ава-стхита̄х̣;находясь
103;8;бхӣш̣мам;Бхӣш̣му
104;8;эва;прежде всего
105;8;абхи-ракш̣анту;должны защищать
106;8;бхавантах̣;быть
107;8;сарве;все сообща
108;8;эва хи;непременно
109;9;тасйа;его
110;9;сан̃джанайан;вызывая
111;9;харш̣ам;радость
112;9;куру-вр̣ддхах;старейшина династии Куру
113;9;пита̄махах̣;прадед Бхӣш̣ма
114;9;сим̇ха-на̄дам;подобный львиному рыку
115;9;винадйа;издавая звук
116;9;уччаих̣;невероятно громкий
117;9;ш́ан̇кхам;в раковину
118;9;дадхмау;подул
119;9;прата̄па-ва̄н;могущественный
120;10;татах̣;затем
121;10;ш́анкха̄х̣;раковины
122;10;ча;и
123;10;бхерйах̣;большие барабаны
124;10;ча;также
125;10;пан̣ава-а̄нака го-мукха̄х̣;рожки, маленькие барабаны, литавры и другие инструменты
126;10;сахаса̄;одновременно
127;10;эва;как раз
128;10;абхйаханйанта;зазвучали
129;10;сах̣ ш́абдах̣;тот звук
130;10;тумулах̣;громоподобным
131;10;абхават;стал
132;11;татах̣;затем
133;11;ш́ветаих̣;белыми
134;11;хайаих̣;лошадьми
135;11;йукте;запряженной
136;11;махати сйандане;в величественной колеснице
137;11;стхитау;находясь
138;11;ма̄дхавах̣ па̄н̣д̣авах̣ ча эва;Ш́рӣ Кр̣ш̣н̣а и Арджуна
139;11;дивйау;в божественные
140;11;ш́анкхау;раковины
141;11;прададхматух̣;подули
142;12;па̄н̃чаджанйам;Па̄н̃чаджанйу
143;12;хр̣ш̣ӣкеш́ах̣;Владыка всех чувств, Ш́рӣ Кр̣ш̣н̣а
144;12;девадаттам;Девадатту
145;12;дханан̃джайах̣;Завоеватель богатств, Арджуна
146;12;паун̣д̣рам;Паун̣д̣ру
147;12;дадхмау;подул
148;12;маха̄-ш́ан̇кхам;в огромную раковину
149;12;бхӣма-карма̄;Бхӣмасена, вершитель подвигов
150;12;вр̣ка-ударах̣;ненасытный едок (дословно «волчий живот»)
151;13;анантавиджайам;в Анантавиджайу
152;13;ра̄джа̄;царь
153;13;кунтӣ-путрах̣;сын Кунтӣ
154;13;йудхиш̣т̣хирах̣;Йудхиш̣т̣хира
155;13;накулах̣ сахадевах̣ ча;Накула и Сахадева
156;13;сугхош̣а-ман̣ипуш̣пакау;в Сугхош̣у и Ман̣ипуш̣паку
157;14;ка̄ш́йах̣ ча;царь Ка̄ш́ӣ
158;14;парама-иш̣у-а̄сах̣;искусный в стрельбе из лука
159;14;ш́икхан̣д̣ӣ ча маха̄-ратхах̣;и великий воин Ш́икхан̣д̣ӣ
160;14;дхр̣ш̣т̣адйумнах̣;Дхр̣ш̣т̣адйумна
161;14;вира̄т̣ах̣ ча;и царь Вира̄т̣а
162;14;са̄тйаких̣ ча;и Са̄тйаки
163;14;а-пара̄-джитах̣;непобедимый
164;14;друпадах̣;царь Друпада
165;14;драупадейа̄х̣ ча;и сыновья Драупадӣ
166;14;сарваш́ах̣;все вместе
167;14;пр̣тхивӣ-пате;о повелитель Земли
168;14;саубхадрах̣ ча;и Абхиманйу, сын Субхадры
169;14;маха̄-ба̄хух̣;сильнорукий
170;14;ш́ан̇кха̄н;в раковины
171;14;дадхмух̣;протрубили
172;14;пр̣тхак пр̣тхак;каждый в свою
173;15;сах̣ гхош̣ах̣;тот звук
174;15;дха̄ртара̄ш̣т̣ра̄н̣а̄м;сыновей Дхр̣тара̄ш̣т̣ры
175;15;хр̣дайа̄ни;сердца
176;15;вйада̄райат;заставил содрогнуться
177;15;набхах̣;небу
178;15;ча пр̣тхивӣм;и по всей земле
179;15;ча эва;и также
180;15;тумулах̣;подобный грому
181;15;абхи-ану-на̄дайан;разносясь
182;16;атха;затем
183;16;вйавастхита̄н;расположенных в боевом порядке
184;16;др̣ш̣т̣ва̄;увидев
185;16;дха̄ртара̄ш̣т̣ра̄н;сыновей Дхр̣тара̄ш̣т̣ры
186;16;капи-дхваджах̣;чье знамя украшено изображением Ханума̄на
187;16;правр̣тте;когда пришло время
188;16;ш́астра-сампа̄те;пускать стрелы
189;16;дханух̣;свой лук
190;16;удйамйа;подняв
191;16;па̄н̣д̣авах̣;Арджуна
192;16;хр̣ш̣ӣкеш́ам;Ш́рӣ Кр̣ш̣н̣е
193;16;тада̄;тогда
194;16;ва̄кйам;слова
195;16;идам;такие
196;16;аха;сказал
197;16;махӣ-пате;о царь!
198;17;арджунах̣ ува̄ча;Арджуна сказал
199;17;сенайох̣;армий
200;17;убхайох̣;обеих
201;17;мадхйе;между
202;17;ратхам;колесницу
203;17;стха̄пайа;помести
204;17;ме;мою
205;17;ачйута;о Непогрешимый
206;17;йа̄ват;так, чтобы
207;17;эта̄н;этих воинов
208;17;нирӣкш̣е;смог рассмотреть
209;17;ахам;я
210;17;йоддху-ка̄ма̄н;сражаться желающих
211;17;авастхита̄н;расположенных в боевом порядке
212;17;каих̣ майа̄ саха;с которыми мне
213;17;йоддхавйам;предстоит биться
214;17;асмин;на этом
215;17;ран̣а-самудйаме;ратном поле
216;17;йотсйама̄на̄н;чтобы воинов
217;17;авекш̣е;смог увидеть
218;17;ахам;я
219;17;йе эте;этих, которые
220;17;атра;здесь
221;17;сама̄гата̄х̣;собрались
222;17;дха̄ртара̄ш̣т̣расйа;Дурйодханы, сына Дхр̣тара̄ш̣т̣ры
223;17;дур-буддхех̣;злонамеренного
224;17;йуддхе;для битвы
225;17;прийа-чикӣрш̣авах̣;желая угодить
226;18;сан̃джайах̣ ува̄ча;Сан̃джайа сказал
227;18;эвам;таким образом
228;18;уктах̣;в ответ на просьбу
229;18;хр̣ш̣ӣкеш́ах̣;Ш́рӣ Кр̣ш̣н̣а
230;18;гуд̣а̄кеш́ена;Арджуны
231;18;бха̄рата;о Дхр̣тара̄ш̣т̣ра, потомок Бха̄раты
232;18;сенайох̣;армий
233;18;убхайох̣;обеих
234;18;мадхйе;между
235;18;стха̄пайитва̄;поместив
236;18;ратха-уттамам;лучшую из колесниц
237;19;бхӣш̣ма-дрон̣а-прамукхатах̣;перед Бхӣш̣мой, Дрон̣ой
238;19;сарвеш̣а̄м ча;и всеми
239;19;махӣкш̣ита̄м;правителями
240;19;ува̄ча;сказал
241;19;па̄ртха;Арджуне, сыну Пр̣тхи
242;19;паш́йа;взгляни
243;19;эта̄н;на этих
244;19;самавета̄н;собравшихся
245;19;курӯн;Кауравов
246;19;ити;так
247;20;татра;там
248;20;апаш́йат;смог увидеть
249;20;стхита̄н;находящихся
250;20;па̄ртхах̣;Арджуна, сын Пр̣тхи
251;20;питр̣̄н;старейшин в линии отца
252;20;атха;затем
253;20;пита̄маха̄н;дедов
254;20;а̄ча̄рйа̄н;учителей
255;20;ма̄тула̄н;дядей по матери
256;20;бхра̄тр̣̄н;братьев
257;20;путра̄н;сыновей
258;20;паутра̄н;внуков
259;20;сакхӣн;друзей
260;20;татха̄;а также
261;20;ш́ваш́ура̄н;тестей
262;20;сухр̣дах̣ ча;и доброжелателей
263;20;эва;несомненно
264;20;сенайох̣;в армиях
265;20;убхайох̣;обеих
266;20;апи;включительно
267;21;та̄н;их
268;21;самӣкш̣йа;увидев
269;21;сах̣;он
270;21;каунтейах̣;сын Кунтӣ
271;21;сарва̄н;всех
272;21;бандхӯн;своих родственников
273;21;ава-стхита̄н;присутствующих
274;21;кр̣пайа̄;сострадания
275;21;парайа̄;великого
276;21;а̄виш̣т̣ах̣;преисполненный
277;21;виш̣ӣдан;и убитый горем
278;21;идам;это
279;21;абравӣт;произнес
280;22;арджунах̣ ува̄ча;Арджуна сказал
281;22;дрӣш̣т̣ва̄;смотря на
282;22;има̄н;этих
283;22;сва-джана̄н;родных и близких
284;22;кр̣ш̣н̣а;о Кр̣ш̣н̣а
285;22;йуйутсӯн;жаждущих боя
286;22;самавастхита̄н;собравшихся здесь
287;22;сӣданти;слабеет
288;22;мама;мое
289;22;га̄тра̄н̣и;тело
290;22;мукхам ча;и во рту
291;22;париш́уш̣йати;пересыхает
292;23;вепатхух̣;дрожь
293;23;ча;также
294;23;ш́арӣре;в теле
295;23;ме;моем
296;23;рома-харш̣ах̣ ча;и волосы на теле встают дыбом
297;23;джа̄йате;также происходит
298;23;га̄н̣д̣ӣвам;лук Га̄н̣д̣ӣва
299;23;срам̇сате;выскальзывает
300;23;хаста̄т;из рук
301;23;твак ча;и кожа
302;23;эва;также
303;23;пари-дахйате;пылает
304;24;на ча ш́акноми;также я не могу
305;24;авастха̄тум;стоять
306;24;бхрамати;в смятении
307;24;ива;тогда как
308;24;ча;также
309;24;ме;мой
310;24;манах̣;ум
311;24;нимитта̄ни ча;и предзнаменования
312;24;паш́йа̄ми;я вижу
313;24;випарӣта̄ни;зловещие
314;24;кеш́ава;о Кеш́ава!
315;25;на;не
316;25;ча;также
317;25;ш́рейах̣;блага
318;25;анупаш́йа̄ми;я не вижу
319;25;хатва̄;в убийстве
320;25;сва-джанам;родственников
321;25;а̄хаве;в битве
322;25;на ка̄н̇кш̣е;я не желаю
323;25;виджайам;победы
324;25;кр̣ш̣н̣а;о Кр̣ш̣н̣а
325;25;на;не
326;25;ча;также
327;25;ра̄джйам;царства
328;25;сукха̄ни;счастья
329;26;ким;какой смысл
330;26;нах̣;для нас
331;26;ра̄джйена;в царствовании
332;26;говинда;о Говинда, Ш́рӣ Кр̣ш̣н̣а
333;26;ким;какой смысл
334;26;бхогаих̣;в мирских радостях
335;26;джӣвитена ва̄;или в самой жизни
336;26;йеш̣а̄м;те, кто
337;26;артхе;ради
338;26;ка̄н̇кш̣итам;желаем
339;26;нах̣;наше
340;26;ра̄джйам;царство
341;26;бхога̄х̣;наслаждение
342;26;сукха̄ни ча;и счастье
343;26;те име;все они
344;26;авастхита̄х̣;присутствуют
345;26;йуддхе;на ратном поле
346;26;пра̄н̣а̄н;жизнь
347;26;тйактва̄;готовые отдать
348;26;дхана̄ни ча;и богатство
349;26;а̄ча̄рйа̄х;учителя
350;26;питарах̣;старейшины по отцу
351;26;путра̄х̣;сыновья
352;26;татха̄ эва ча;а также
353;26;пита̄маха̄х̣;деды
354;26;ма̄тула̄х̣;дяди по матери
355;26;ш́ваш́ура̄х̣;тести
356;26;паутра̄х̣;внуки
357;26;ш́йа̄ла̄х̣;сводные братья
358;26;самбандхинах̣;домочадцы
359;26;татха̄;также
360;26;эта̄н;их
361;26;на;не
362;26;хантум;убивать
363;26;иччха̄ми;желаю
364;26;гхнатах̣;убитый
365;26;апи;даже если
366;26;мадхусӯдана;о Мадхусӯдана
367;27;апи;даже
368;27;траилокйа;над тремя мирами
369;27;ра̄джйасйа;царствования
370;27;хетох̣;ради
371;27;ким ну;не говоря уже о
372;27;махӣ-кр̣те;правлении Землей
373;27;нихатйа;убивая
374;27;дха̄ртара̄ш̣т̣ра̄н;сыновей Дхр̣тара̄ш̣т̣ры
375;27;нах̣;мы
376;27;ка̄ прӣтих̣ сйа̄т;какую радость обретем
377;27;джана̄рдана;о Джана̄рдана, Ш́рӣ Кр̣ш̣н̣а
378;28;па̄пам;грех
379;28;эва;лишь
380;28;а̄ш́райет;войдет
381;28;асма̄н;в нас
382;28;хатва̄;после убийства
383;28;эта̄н;этих
384;28;а̄тата̄йинах̣;агрессоров
385;28;тасма̄т;поэтому
386;28;на артха̄х̣;не можем
387;28;вайам;мы
388;28;хантум;убить
389;28;дха̄ртара̄ш̣т̣ра̄н;сыновей Дхр̣тара̄ш̣т̣ры
390;28;сва-ба̄ндхава̄н;наших кровных родственников
391;28;сва-джанам;своих близких
392;28;хи;ведь
393;28;катхам;как
394;28;хатва̄;убив
395;28;сукхинах̣;счастливы
396;28;сйа̄ма;мы станем
397;28;ма̄дхава;о Ма̄дхава
398;29;йади;если
399;29;апи;даже
400;29;эте;эти люди
401;29;на паш́йанти;не видят
402;29;лабха-упахата-четасах̣;чьи сердца преисполнились алчности
403;29;кула-кш̣айа-кр̣там;в разрушении династии
404;29;дош̣ам;греха
405;29;митра-дрохе ча;и в измене друзьям
406;29;па̄такам;дурных последствий
407;29;катхам;как
408;29;на;не
409;29;джн̃ейам;ясно, что нужно
410;29;асма̄бхих̣;нам
411;29;па̄па̄т;от греховного поступка
412;29;асмат;этого
413;29;нивартитум;воздержаться
414;29;кула-кш̣айа-кр̣там дош̣ам;каким вопиющим преступлением является убийство собственных сородичей
415;29;прапаш́йадббхих̣;прекрасно понимая
416;29;джана̄рдана;о Джана̄рдана, Ш́рӣ Кр̣ш̣н̣а
417;30;кула-кш̣айе;с падением династии
418;30;пран̣аш́йанти;будут уничтожены
419;30;кула-дхарма̄х̣;духовные традиции рода
420;30;сана̄тана̄х̣;незыблемые
421;30;дхарме наш̣т̣е;когда религиозные принципы разрушатся
422;30;кулам;род
423;30;кр̣тснам;весь
424;30;адхармах̣;безбожие
425;30;абхибхавати;охватывает
426;30;ута;также
427;31;адхарма;когда безбожие
428;31;абхибхава̄т;воцаряется
429;31;кр̣ш̣н̣а;о Кр̣ш̣н̣а
430;31;прадуш̣йанти;развращаются
431;31;кула-стрийах̣;женщины рода
432;31;стрӣш̣у душ̣т̣а̄су;а когда женщины становятся порочны
433;31;ва̄рш̣н̣ейа;о потомок династии Вр̣ш̣н̣и
434;31;джа̄йате;рождается
435;31;варн̣а-сан̇карах̣;неблагочестивое потомство
436;32;сан̇карах̣;неправедное потомство
437;32;нарака̄йа эва;ввергает в ад
438;32;кула-гхна̄на̄м;разрушителей рода
439;32;куласйа;род
440;32;ча;также
441;32;патанти;падают
442;32;питарах̣;предки
443;32;хи;несомненно
444;32;эш̣а̄м;их
445;32;лупта;поскольку прекращаются
446;32;пин̣д̣а-удака-крийа̄х̣;обряды подношения освященной воды и пищи
447;33;дош̣аих̣;из-за грехов
448;33;этаих̣;этих
449;33;кула-гхна̄на̄м;разрушителей династии
450;33;варн̣а-сан̇кара;безбожное неблагочестивое потомство
451;33;ка̄ракаих̣;происходит
452;33;утса̄дйанте;предаются забвению
453;33;джа̄ти-дхарма̄х̣;традиции сословия
454;33;кула-дхарма̄х̣ ча;и семейные устои
455;33;ш́а̄ш́вата̄х̣;передаваемые из поколения в поколение
456;34;утсанна;разрушенные
457;34;кула-дхарма̄н̣а̄м;чьи религиозные семейные традиции
458;34;мануш̣йа̄н̣а̄м;таким людям
459;34;джана̄рдана;о Джана̄рдана
460;34;нараке;в аду
461;34;нийатам;несомненно
462;34;ва̄сах̣;местопребывание
463;34;бхавати;уготовано
464;34;ити;так
465;34;ануш́уш́рума;мы слышали
466;35;ахо;увы
467;35;бата;как странно
468;35;махат;великий
469;35;па̄пам;грех
470;35;картум;совершить
471;35;вйавасита̄х̣;решили
472;35;вайам;мы
473;35;йат;то есть
474;35;ра̄джйа-сукха;царское счастье
475;35;лобхена;страстно желая
476;35;хантум;убить
477;35;сва-джанам;своих родственников
478;35;удйата̄х̣;готовы
479;36;йади;если
480;36;ма̄м;меня
481;36;а-пратӣ-ка̄рам;несопротивляющегося
482;36;а-ш́астрам;безоружного
483;36;ш́астра-па̄н̣айах̣;вооруженные
484;36;дха̄ртара̄ш̣т̣ра̄х̣;сыновья Дхр̣тара̄ш̣т̣ры
485;36;ран̣е;на этом поле боя
486;36;ханйух̣;убьют
487;36;тат;это
488;36;ме;для меня
489;36;кш̣ема-тарам;более благоприятным
490;36;бхавет;будет
491;37;сан̃джайа ува̄ча;Сан̃джайа сказал
492;37;эвам;это
493;37;уктва̄;произнеся
494;37;арджунах̣;Арджуна
495;37;сан̇кхйе;на поле боя
496;37;ратха-упастхах̣;в колеснице
497;37;упа̄-виш́ат;сел
498;37;ви-ср̣джйа;отложив
499;37;са-ш́арам;со стрелами
500;37;ча̄пам;лук
501;37;ш́ока-сам̇вигна;с охваченным скорбью
502;37;ма̄насах̣;сердцем
503;38;сан̃джайа;Сан̃джайа
504;38;ува̄ча;сказал
505;38;там;ему
506;38;татха̄;тогда
507;38;кр̣пайа̄;состраданием
508;38;а̄виш̣т̣ам;охваченному
509;38;аш́ру-пӯрн̣а;полны слез
510;38;а̄кула;печальные
511;38;ӣкш̣ан̣ам;чьи глаза
512;38;виш̣ӣдантам;скорбящему
513;38;идам;такие
514;38;ва̄кйам;слова
515;38;ува̄ча;произнес
516;38;мадхусӯданах̣;Ш́рӣ Кр̣ш̣н̣а, победитель демона Мадху
517;39;ш́рӣ бхагава̄н;Всевышний
518;39;ува̄ча;сказал
519;39;кутах̣;откуда
520;39;тва̄;в тебе
521;39;каш́малам;заблуждение
522;39;идам;это
523;39;виш̣аме;в решающий момент
524;39;самупастхитам;появилось
525;39;ан-а̄рйа;не достойное ария, благородного человека
526;39;джуш̣т̣ам;присущее
527;39;а-сваргйам;препятствующее достижению высших миров
528;39;акӣрти;бесславия
529;39;карам;причина
530;39;арджуна;Арджуна
531;40;клаибйам;трусости
532;40;ма̄ сма гамах̣;не поддавайся
533;40;па̄ртха;сын Пр̣тхи (Кунтӣ), Арджуна
534;40;на;не
535;40;этат;это
536;40;твайи;тебе
537;40;упападйате;подобает
538;40;кш̣удрам;низкую
539;40;хр̣дайа;сердца
540;40;даурбалйам;слабость
541;40;тйактва̄;отбросив
542;40;уттиш̣т̣ха;вставай и сражайся
543;40;парантапа;покоритель врагов
544;41;арджуна;Арджуна
545;41;ува̄ча;сказал
546;41;катхам;как
547;41;бхӣш̣мам;Бхӣш̣ме
548;41;ахам;я
549;41;сан̇кхйе;в битве
550;41;дрон̣ам ча;и Дрон̣е
551;41;мадхусӯдана;о Мадхусӯдана, победитель демона Мадху
552;41;иш̣убхих̣;стрелами
553;41;прати-йотсйа̄ми;буду противостоять
554;41;пӯджа̄-архау;достойных поклонения
555;41;ари-сӯдана;покоритель врагов
556;42;гурӯн;учителей и старейшин
557;42;ахатва̄;не убив
558;42;хи;несомненно
559;42;маха̄-анубха̄ва̄н;почитаемых
560;42;ш́рейах̣;лучше
561;42;бхоктум;поддерживать жизнь
562;42;бхаикш̣йам;подаянием
563;42;апи;даже
564;42;иха;в этом
565;42;локе;мире
566;42;хатва̄;убив
567;42;артха-ка̄ма̄н;желающих выгоды
568;42;ту;иначе
569;42;гурӯн;учителей и старейшин
570;42;иха эва;здесь
571;42;бхун̃джӣйа;придется наслаждаться
572;42;бхога̄н;богатствами
573;42;рудхира;кровью
574;42;пра-дигдха̄н;окрашенными
575;43;на;не
576;43;ча;также
577;43;этад;из этого
578;43;видмах̣;знаем
579;43;катарат;что
580;43;нах̣;для нас
581;43;гарӣйах̣;лучше
582;43;йат ва̄;либо
583;43;джайема;победить
584;43;йади ва̄;либо
585;43;нах̣;нас
586;43;джайейух̣;победят
587;43;йа̄н;которых
588;43;эва;несомненно
589;43;хатва̄;убив
590;43;на джиджӣвиш̣а̄мах̣;нам не захочется даже жить
591;43;те;те
592;43;авастхита̄х̣;собрались здесь
593;43;прамукхе;напротив нас
594;43;дха̄ртара̄ш̣т̣ра̄х̣;сыновья Дхр̣тара̄ш̣т̣ры
595;44;ка̄рпан̣йа-дош̣а;из-за порока малодушия
596;44;упахата-свабха̄вах̣;утратил мужество
597;44;пр̣ччха̄ми;я спрашиваю
598;44;тва̄м;Тебя
599;44;дхарма;долг
600;44;сам̇мӯд̣ха-чета̄х̣;затрудняясь в понимании
601;44;йат;что
602;44;ш́рейах̣;самым благоприятным
603;44;сйа̄т;может быть
604;44;ниш́читам;определенно
605;44;брӯхи;скажи
606;44;тат;то
607;44;ме;мне
608;44;те;Твой
609;44;ш́иш̣йах̣;ученик
610;44;ахам;я
611;44;ш́а̄дхи;наставь
612;44;ма̄м;меня
613;44;тва̄м;Тебе
614;44;пра-паннам;предавшегося
615;45;на хи прапаш́йа̄ми;ибо не вижу
616;45;мама;мою
617;45;апа-нудйа̄т;могло бы рассеять
618;45;йат;то, что
619;45;ш́окам;скорбь
620;45;уччхош̣ан̣ам;иссушающую
621;45;индрийа̄н̣а̄м;чувства
622;45;ава̄пйа;обретя
623;45;бхӯмау;на земле
624;45;а-сапатнам;не имеющее равных
625;45;р̣ддхам;огромное
626;45;ра̄джйам;царство
627;45;сура̄н̣а̄м;над богами
628;45;апи;даже
629;45;ча;также
630;45;а̄дхипатйам;владычество
631;46;сан̃джайа;Сан̃джайа
632;46;ува̄ча;сказал
633;46;эвам;это
634;46;уктва̄;сказав
635;46;хр̣ш̣ӣкеш́ам;повелитель чувств, Ш́рӣ Кр̣ш̣н̣а
636;46;гуд̣а̄кеш́ах̣;Арджуна, победивший сон
637;46;паран-тапах̣;покоритель врагов
638;46;на йотсйе;«Я не буду сражаться»
639;46;ити;следующее
640;46;говиндам;Говинде
641;46;уктва̄;сказав
642;46;тӯш̣н̣ӣм;молчаливым
643;46;бабхӯва;стал
644;46;ха;затем
645;47;там;ему
646;47;ува̄ча;сказал
647;47;хр̣ш̣ӣкеш́ах̣;Хр̣ш̣ӣкеш́а
648;47;прахасан ива;улыбаясь
649;47;бха̄рата;о Дхр̣тара̄ш̣т̣ра, потомок Бха̄раты
650;47;сенайох̣;армий
651;47;убхайох̣;двух
652;47;мадхйе;между
653;47;виш̣ӣдантам;поникшему
654;47;идам;такие
655;47;вачах̣;слова
656;48;ш́рӣ бхагава̄н;Всевышний
657;48;ува̄ча;сказал
658;48;а-ш́очйа̄н;о том, о чем скорбеть не стоит
659;48;анваш́очах̣;сокрушался
660;48;твам;ты
661;48;праджн̃а̄;разумные
662;48;ва̄да̄н;речи
663;48;ча;также
664;48;бха̄ш̣асе;говоришь
665;48;гата-а̄сӯн;о тех, кто расстался с жизнью
666;48;а-гата-а̄сӯн ча;или о живых
667;48;на ануш́очанти;не скорбит
668;48;пан̣д̣ита̄х̣;мудрец
669;49;на;не
670;49;ту эва;так, что
671;49;ахам;Я
672;49;джа̄ту;когда-либо
673;49;на а̄сам;не существовал
674;49;на;не
675;49;твам;ты
676;49;на;не существовал
677;49;име;и все эти
678;49;джана-адхи-па̄х̣;повелители людей
679;49;на;не
680;49;ча;и
681;49;эва;так, что
682;49;на бхавиш̣йа̄мах̣;не будем существовать
683;49;сарве;все
684;49;вайам;мы
685;49;атах̣ парам;в будущем
686;50;дехинах̣;воплощенная душа
687;50;асмин;в этом
688;50;йатха̄;как
689;50;дехе;теле
690;50;каума̄рам;детство
691;50;йауванам;зрелость
692;50;джара̄;старость
693;50;татха̄;так и
694;50;деха-антара;следующего тела
695;50;пра̄птих̣;обретение
696;50;дхӣрах̣;проницательный
697;50;татра;этим
698;50;на мухйати;не заблуждается
699;51;ма̄тра̄-спарш́а̄х̣;соприкосновение чувств с материей
700;51;ту;лишь
701;51;каунтейа;о Арджуна, сын Кунтӣ
702;51;ш́ӣта;холодный сезон
703;51;уш̣н̣а;теплый сезон
704;51;сукха;удовольствия
705;51;дух̣кха;страдания
706;51;да̄х̣;дают
707;51;а̄гама-апа̄йинах̣;они приходят и уходят
708;51;а-нитйа̄х̣;временны
709;51;та̄н;их
710;51;титикш̣асва;терпи
711;51;бха̄рата;о потомок Бха̄раты
712;52;йам;какого
713;52;хи;воистину
714;52;на вйатхайанти;не беспокоят
715;52;эте;эти соприкосновения
716;52;пуруш̣ам;человека
717;52;пуруш̣а-р̣шабха;благороднейший из людей
718;52;сама;уравновешен
719;52;дух̣кха;в горе
720;52;сукхам;и в счастье
